W_0,W_1,W_2,W_3,W_4,W_5,W_6,W_7,W_8,W_9,W_10,W_11,W_12,Bias
6.803909866071025e-16,2.1186011278651084e-15,-4.04465766434824e-15,-2.1268514727168432e-15,-3.1477515038957833e-15,-3.9407713203765195e-15,-1.2171798291493676e-15,-2.271224874839096e-15,2.8341773372630887e-16,-2.458588888032397e-16,-8.308354004782302e-17,1.3470580206842453e-14,7.673667257179775e-16,3.8535952012650405
